key,red1,red2,red3,blue1,blue2,blue3,red_score,blue_score
2018pawch_qm43,6921,2729,2180,3929,6667,4035,327,81
2018pawch_qm44,4342,708,484,203,341,5420,340,314
2018pawch_qm45,747,1279,1495,3974,4954,486,256,350
2018pawch_qm46,1640,3151,433,5113,2191,4373,419,230
2018pawch_qm47,5407,1391,484,4637,1168,3929,349,263
2018pawch_qm48,1712,4750,6921,4342,5684,365,126,466
2018pawch_qm49,1640,2180,4035,834,708,1370,214,391
2018pawch_qm5,365,204,4637,2180,1712,1279,158,385
2018pawch_qm50,4954,2607,203,3151,486,1391,499,127
2018pawch_qm51,1168,5113,747,423,1279,6667,373,117
2018pawch_qm52,5420,204,3974,1495,4373,272,256,269
2018pawch_qm53,341,2729,7024,321,433,4637,303,224
2018pawch_qm54,2191,4035,423,5407,2607,4342,100,401
2018pawch_qm55,486,5420,834,1370,1712,3929,321,289
2018pawch_qm56,4373,204,708,5113,7024,6921,260,78
2018pawch_qm57,1279,2191,1168,2180,3151,4750,294,328
2018pawch_qm58,484,1640,3974,4954,5684,321,436,182
2018pawch_qm59,2729,4637,203,6667,365,747,264,572
2018pawch_qm6,486,5113,5684,423,708,1168,245,216
2018pawch_qm60,1495,5407,341,272,433,1391,332,316
2018pawch_qm61,204,4035,4342,3929,3974,2191,191,331
2018pawch_qm62,5420,4373,1640,484,6921,365,334,209
2018pawch_qm63,272,5407,747,1168,7024,4750,399,52
2018pawch_qm64,3151,834,1495,341,5113,1712,345,364
2018pawch_qm65,6667,4954,2729,1391,5684,423,178,227
2018pawch_qm66,1370,321,203,1279,4637,708,237,308
2018pawch_qm67,4750,486,2607,433,2180,484,418,249
2018pawch_qm68,1712,6667,1168,7024,4373,4954,280,138
2018pawch_qm69,1279,203,4342,1640,272,4637,379,333
2018pawch_qm7,4035,4750,321,1391,6667,1495,299,230
2018pawch_qm70,3929,2607,834,6921,5684,341,465,112
2018pawch_qm71,1370,433,5420,3151,2729,747,309,279
2018pawch_qm72,3974,1391,708,204,2191,486,356,293
2018pawch_qm73,365,2180,1495,321,423,5407,495,241
2018pawch_qm74,4035,2607,272,5113,5420,3151,386,245
2018pawch_qm75,2191,203,5684,486,7024,6667,325,66
2018pawch_qm76,834,4637,423,4373,4750,2729,413,324
2018pawch_qm77,1279,484,321,4035,1712,433,150,451
2018pawch_qm78,3974,365,1370,5113,3929,1391,250,382
2018pawch_qm79,708,2180,4954,4342,6921,1495,383,415
2018pawch_qm8,484,7024,2191,747,1370,2607,311,74
2018pawch_qm80,204,5407,1168,747,341,1640,166,447
2018pawch_qm9,203,5113,365,204,341,4954,271,208
2018pawch_sf1m1,4342,834,1495,2607,708,2180,293,385
2018pawch_sf1m2,4342,834,1495,2607,708,2180,306,312
2018pawch_sf2m1,1712,365,4954,341,1640,4373,161,261
2018pawch_sf2m2,1712,365,4954,341,1640,4373,293,275
2018pawch_sf2m3,1712,365,4954,341,1640,4373,410,164
2018pncmp_f1m1,2471,2557,1778,2046,1425,6445,387,328
2018pncmp_f1m2,2471,2557,1778,2046,1425,6445,181,452
2018pncmp_f1m3,2471,2557,1778,2046,1425,6445,411,325
2018pncmp_qf1m1,2471,2557,1778,2811,5468,6831,485,226
2018pncmp_qf1m2,2471,2557,1778,2811,5468,6831,435,301
2018pncmp_qf2m1,4911,4488,2990,1983,5803,5920,413,318
2018pncmp_qf2m2,4911,4488,2990,1983,5803,5920,316,388
2018pncmp_qf2m3,4911,4488,2990,1983,5803,5920,387,368
2018pncmp_qf3m1,2046,1425,6445,3663,360,2522,383,363
2018pncmp_qf3m2,2046,1425,6445,3663,360,2522,440,250
2018pncmp_qf4m1,2910,3223,3238,4513,1318,2976,305,437
2018pncmp_qf4m2,2910,3223,3238,4513,1318,2976,275,416
2018pncmp_qm1,2471,2521,3674,6845,4488,6445,406,229
2018pncmp_qm10,2635,4915,5920,2046,2522,2374,299,499
2018pncmp_qm100,3223,4061,4488,6831,3826,997,363,327
2018pncmp_qm101,5920,4469,1510,2521,5803,5468,210,457
2018pncmp_qm102,3674,3024,4911,3711,2910,2605,368,284
2018pncmp_qm103,488,1359,1425,3663,4915,6076,374,274
2018pncmp_qm104,3218,2944,2046,2976,1778,2374,387,365
2018pncmp_qm105,2811,4131,847,2147,4662,2990,311,324
2018pncmp_qm106,1983,1540,4125,1595,6845,2635,396,319
2018pncmp_qm107,6465,2906,948,5450,2928,4911,204,356
2018pncmp_qm108,492,3826,2522,957,5803,6076,294,427
2018pncmp_qm109,4513,5468,3218,997,4450,3711,462,306
2018pncmp_qm11,4513,1778,3223,1359,2811,6443,307,170
2018pncmp_qm110,360,1318,4980,847,2521,4488,350,391
2018pncmp_qm111,2910,1983,6845,7034,2147,1595,408,220
2018pncmp_qm112,488,6465,2990,4061,1425,2976,267,349
2018pncmp_qm113,2944,2635,3238,2928,2557,4131,190,391
2018pncmp_qm114,4469,2733,2906,6831,1540,1778,375,268
2018pncmp_qm115,1359,4512,1510,5450,2811,2046,240,412
2018pncmp_qm116,4915,2930,2605,3223,4662,2471,272,425
2018pncmp_qm117,6443,5920,6445,3663,4125,3024,340,326
2018pncmp_qm118,3674,360,492,2374,7034,2990,316,145
2018pncmp_qm119,6076,5468,1778,4131,1595,4911,358,332
2018pncmp_qm12,2557,3663,3711,2930,7034,6831,414,338
2018pncmp_qm120,948,1359,4061,2944,1318,1540,251,319
2018pncmp_qm121,2521,1510,2635,2910,3223,6465,274,413
2018pncmp_qm122,2906,3238,3663,4980,2605,4488,260,489
2018pncmp_qm123,2046,4450,3674,2733,2811,4662,473,269
2018pncmp_qm124,2930,2557,5803,4915,4125,847,487,105
2018pncmp_qm125,3218,3826,1425,2471,1983,4469,154,423
2018pncmp_qm126,5450,6831,6845,4513,3024,957,286,344
2018pncmp_qm127,3711,6445,2522,6443,2374,488,364,272
2018pncmp_qm128,2976,2147,5920,4512,997,2928,296,405
2018pncmp_qm13,360,4662,6445,1425,1510,5450,274,406
2018pncmp_qm14,2976,1595,3024,4469,2147,847,266,389
2018pncmp_qm15,4450,2990,948,5803,6845,3826,463,337
2018pncmp_qm16,2944,2906,4131,3218,3223,2811,220,418
2018pncmp_qm17,2635,4061,2733,4512,2471,2605,279,232
2018pncmp_qm18,2928,5468,1318,4125,2374,3674,438,181
2018pncmp_qm19,4915,4980,1983,957,4911,1778,209,334
2018pncmp_qm2,2930,1510,3663,2976,4911,3826,280,239
2018pncmp_qm20,5920,4488,488,6465,1540,492,366,289
2018pncmp_qm21,2910,2521,997,6076,2046,3238,377,355
2018pncmp_qm22,2522,1425,6831,4131,1359,2147,405,252
2018pncmp_qm23,5450,6445,4450,3223,2635,4469,297,316
2018pncmp_qm24,2811,2906,4125,7034,360,2976,148,443
2018pncmp_qm25,2733,3711,6845,3663,2944,5920,362,249
2018pncmp_qm26,1540,2374,2471,3238,957,2910,279,356
2018pncmp_qm27,1983,1595,1318,2990,6443,4915,430,149
2018pncmp_qm28,3024,4488,2046,2928,6076,2930,441,287
2018pncmp_qm29,948,847,3218,1510,3674,4061,408,307
2018pncmp_qm3,4125,3238,7034,2990,5450,3218,210,447
2018pncmp_qm30,5803,4911,4513,2521,488,4512,408,284
2018pncmp_qm31,492,997,4662,1778,4980,1359,43,424
2018pncmp_qm32,5468,6465,3826,2522,2605,2557,165,288
2018pncmp_qm33,7034,3024,4131,1540,4915,2976,351,366
2018pncmp_qm34,1595,3238,3223,2733,948,3674,371,324
2018pncmp_qm35,4512,2910,2944,2906,1983,2930,296,481
2018pncmp_qm36,957,2990,2521,2635,3711,1359,270,263
2018pncmp_qm37,3663,6465,2147,3218,2471,360,247,475
2018pncmp_qm38,2811,4980,2928,1425,6445,5803,331,374
2018pncmp_qm39,6845,847,488,492,2046,5468,219,445
2018pncmp_qm4,1540,997,4513,847,1425,2557,337,355
2018pncmp_qm40,1778,4125,4488,4061,4513,5920,457,253
2018pncmp_qm41,4662,4469,6831,4911,2522,1318,277,452
2018pncmp_qm42,2605,6076,2374,2557,1510,4450,288,440
2018pncmp_qm43,997,5450,6465,3826,6443,2930,293,322
2018pncmp_qm44,5803,2046,2471,4131,3674,1540,508,147
2018pncmp_qm45,1359,3223,2976,5468,5920,1983,303,397
2018pncmp_qm46,1778,2522,847,948,7034,2910,295,370
2018pncmp_qm47,4911,6076,2811,6845,4061,2374,274,316
2018pncmp_qm48,1425,492,2635,3238,6831,1318,307,362
2018pncmp_qm49,1595,5450,2521,2928,3663,488,343,384
2018pncmp_qm5,4980,957,2944,6465,1595,4450,167,275
2018pncmp_qm50,3826,2733,2147,3711,4125,4980,369,341
2018pncmp_qm51,4488,957,2557,1510,3218,4662,512,273
2018pncmp_qm52,360,6443,4513,2605,4469,2944,432,286
2018pncmp_qm53,2990,2906,997,3024,4915,4450,419,279
2018pncmp_qm54,6445,6465,7034,4512,4131,5468,328,278
2018pncmp_qm55,2522,4061,1540,4980,3663,3223,171,435
2018pncmp_qm56,488,2557,3826,1778,2811,2521,326,337
2018pncmp_qm57,4488,4911,6443,2046,2147,2635,354,221
2018pncmp_qm58,1318,2976,5450,2605,5803,2733,420,227
2018pncmp_qm59,3238,847,360,2906,5920,957,350,205
2018pncmp_qm6,5803,2928,6443,4061,4662,2910,191,420
2018pncmp_qm60,4513,6831,1510,2990,2930,1595,350,323
2018pncmp_qm61,4450,6076,2471,3711,2928,1983,357,234
2018pncmp_qm62,4512,1425,4915,3674,6845,3218,403,282
2018pncmp_qm63,2944,948,4662,6445,492,3024,107,396
2018pncmp_qm64,2374,2910,4469,997,1359,4125,425,158
2018pncmp_qm65,3223,360,2147,488,2635,5803,407,383
2018pncmp_qm66,4061,2605,1595,2557,5920,7034,282,287
2018pncmp_qm67,5468,2990,3663,2046,4512,957,272,398
2018pncmp_qm68,4662,1778,5450,847,3711,6465,169,326
2018pncmp_qm69,4125,948,1425,4488,2944,2811,396,228
2018pncmp_qm7,3024,6831,3711,948,4512,360,277,432
2018pncmp_qm70,4911,3218,2930,6445,1540,1359,357,104
2018pncmp_qm71,1510,492,2906,2522,2471,997,225,454
2018pncmp_qm72,4980,3674,6443,6831,2976,6076,324,293
2018pncmp_qm73,6845,4915,2928,3826,4469,3238,377,325
2018pncmp_qm74,2733,2374,1983,2521,4513,4131,163,412
2018pncmp_qm75,2910,3024,2557,4450,1318,3663,434,347
2018pncmp_qm76,2147,3711,1778,1510,2605,1540,249,340
2018pncmp_qm77,2635,2930,4980,3674,488,5468,278,413
2018pncmp_qm78,4125,2976,4512,4662,2522,3238,431,75
2018pncmp_qm79,3826,2046,4061,6445,4513,2906,512,220
2018pncmp_qm8,6076,1318,2733,2147,5468,2906,321,204
2018pncmp_qm80,4915,2521,6831,847,4450,2944,306,303
2018pncmp_qm81,997,4131,3223,4911,360,6845,374,311
2018pncmp_qm82,1318,3218,492,2811,2910,1595,216,427
2018pncmp_qm83,6443,957,7034,1425,2733,2928,279,431
2018pncmp_qm84,6076,2990,4469,5920,2471,948,325,372
2018pncmp_qm85,2374,5803,3024,1983,4488,6465,206,427
2018pncmp_qm86,1359,6845,2522,5450,2557,360,311,363
2018pncmp_qm87,1318,4512,6445,997,1778,4915,247,404
2018pncmp_qm88,2605,2928,2046,6831,3218,4980,308,410
2018pncmp_qm89,1540,2635,7034,4662,3826,6076,375,162
2018pncmp_qm9,4131,1983,2605,4469,488,492,391,248
2018pncmp_qm90,2471,4131,488,6443,4450,4125,444,193
2018pncmp_qm91,2147,2930,2521,957,492,4061,314,331
2018pncmp_qm92,5468,2976,2910,4488,4513,948,426,265
2018pncmp_qm93,6465,4469,4911,847,2733,2990,327,411
2018pncmp_qm94,3238,5803,1510,3024,2944,1359,416,265
2018pncmp_qm95,2374,1595,3711,2906,3223,1425,348,349
2018pncmp_qm96,5920,3674,2811,1983,3663,5450,311,453
2018pncmp_qm97,2557,6443,4512,492,4980,948,378,299
2018pncmp_qm98,2471,6445,957,1318,7034,4513,315,435
2018pncmp_qm99,4450,3238,2733,2930,360,2522,253,485
2018pncmp_sf1m1,2471,2557,1778,4911,4488,2990,454,140
2018pncmp_sf1m2,2471,2557,1778,4911,4488,3218,332,386
2018pncmp_sf1m3,2471,2557,1778,4911,4488,3218,421,188
2018pncmp_sf2m1,2046,1425,6445,4513,1318,2976,430,145
2018pncmp_sf2m2,2046,1425,6445,4513,1318,2976,370,272
2018qcmo_f1m1,359,3990,6869,1772,5528,5443,301,435
2018qcmo_f1m2,359,3990,6869,1772,5528,5443,438,347
2018qcmo_f1m3,359,3990,6869,1772,5528,5443,1,0
2018qcmo_qf1m1,359,3990,6869,5179,5910,5439,373,394
2018qcmo_qf1m2,359,3990,6869,5179,5910,5439,415,274
2018qcmo_qf1m3,359,3990,6869,5179,5910,5439,371,222
2018qcmo_qf2m1,7116,3360,6823,5618,4947,3117,173,406
2018qcmo_qf2m2,7116,3360,6823,5618,4947,3117,377,300
2018qcmo_qf2m3,7116,3360,6823,5618,4947,3117,290,184
2018qcmo_qf3m1,1772,5528,5443,3986,3379,4942,354,266
2018qcmo_qf3m2,1772,5528,5443,3986,3379,4942,320,292
2018qcmo_qf4m1,3996,7162,3386,5865,6929,4952,381,267
2018qcmo_qf4m2,3996,7162,3386,5865,6929,4952,358,325
2018qcmo_qm1,5095,7116,3550,4955,3533,3981,279,298
2018qcmo_qm10,11,4947,6929,3550,5443,4594,335,110
2018qcmo_qm11,3533,6902,5528,4942,6847,5952,285,233
2018qcmo_qm12,4955,3532,3387,1772,6823,4950,110,386
2018qcmo_qm13,3975,7116,5570,3544,5553,4952,267,249
2018qcmo_qm14,3985,5440,5179,7162,3360,6851,91,361
2018qcmo_qm15,5095,4957,2626,3379,3988,3986,113,361
2018qcmo_qm16,5994,296,3990,359,3981,3996,300,248
2018qcmo_qm17,5865,6541,7053,6540,5910,6869,35,442
2018qcmo_qm18,6872,6929,3117,5618,5439,6953,80,383
2018qcmo_qm19,1772,11,3386,4942,5179,6622,402,169
2018qcmo_qm2,6851,3532,5443,6847,3988,7053,137,187
2018qcmo_qm20,7162,3533,4957,5440,3387,3550,266,351
2018qcmo_qm21,3360,359,5528,6851,5095,5570,460,240
2018qcmo_qm22,3988,4955,5994,5865,3975,5553,93,342
2018qcmo_qm23,7116,6872,5910,6902,4947,3990,188,353
2018qcmo_qm24,6540,3386,3379,3117,5443,3981,235,53
2018qcmo_qm25,4952,6869,2626,296,6929,3532,291,111
2018qcmo_qm26,5952,5618,6622,5439,6541,4950,329,247
2018qcmo_qm27,6953,3996,3544,7053,3985,3986,41,258
2018qcmo_qm28,3975,5910,6823,3360,4594,6847,389,255
2018qcmo_qm29,3990,1772,5865,3550,5570,4957,415,258
2018qcmo_qm3,5179,4957,3996,4594,5553,5952,293,194
2018qcmo_qm30,6869,5553,6851,3533,3386,3387,284,300
2018qcmo_qm31,6929,5179,6540,359,4955,6902,234,321
2018qcmo_qm32,5443,7053,5952,5618,5994,2626,73,279
2018qcmo_qm33,4594,4950,4942,3981,7162,3986,313,214
2018qcmo_qm34,3985,6541,4952,6872,5528,3379,129,482
2018qcmo_qm35,3117,6953,7116,3532,11,3988,321,117
2018qcmo_qm36,3544,6622,4947,3996,6847,5440,215,102
2018qcmo_qm37,3550,6823,5439,5095,296,5179,239,256
2018qcmo_qm38,5618,3360,5910,2626,3386,4955,325,190
2018qcmo_qm39,3985,5952,3975,3387,5865,5443,168,297
2018qcmo_qm4,6902,5570,6541,11,2626,6823,172,323
2018qcmo_qm40,6869,7053,1772,3379,7116,359,380,364
2018qcmo_qm41,6541,6851,5440,6953,3990,6929,232,398
2018qcmo_qm42,3988,5570,3533,3986,5439,6622,223,429
2018qcmo_qm43,6847,4952,7162,6540,5994,11,388,83
2018qcmo_qm44,4950,5095,3117,6872,3996,4942,257,389
2018qcmo_qm45,3532,3544,6902,4957,296,4594,290,394
2018qcmo_qm46,4947,3981,5553,5528,6823,7053,205,466
2018qcmo_qm47,5179,3550,4955,5570,6869,5443,435,267
2018qcmo_qm48,5440,359,3386,5952,4952,11,323,205
2018qcmo_qm49,3986,3117,5865,7116,6851,5618,139,398
2018qcmo_qm5,4950,6953,5865,4952,5528,4947,327,338
2018qcmo_qm50,3975,6902,6953,1772,7162,5095,192,438
2018qcmo_qm51,6823,3990,6540,4950,3544,3533,324,181
2018qcmo_qm52,5439,4942,5553,3379,4947,3532,414,286
2018qcmo_qm53,4594,5994,5528,2626,6622,6872,341,105
2018qcmo_qm54,3981,3985,4957,6929,6847,5910,85,324
2018qcmo_qm55,296,3360,3996,6541,3387,3988,389,230
2018qcmo_qm56,11,7162,3990,7053,4955,5095,448,59
2018qcmo_qm57,5179,3986,3532,4947,6540,3975,279,249
2018qcmo_qm58,5440,6869,4594,5528,5618,3117,290,293
2018qcmo_qm59,5553,3550,3533,5910,4950,3985,349,243
2018qcmo_qm6,5910,3544,359,3117,4942,3387,429,165
2018qcmo_qm60,5443,4957,6847,6541,6872,296,271,190
2018qcmo_qm61,4942,2626,359,7116,5865,6622,437,261
2018qcmo_qm62,3386,5952,3988,6823,6929,3544,319,361
2018qcmo_qm63,3981,6851,5439,4952,1772,6902,346,401
2018qcmo_qm64,5994,3996,3379,5570,6953,3360,355,62
2018qcmo_qm65,3387,6540,3985,3990,4594,5095,105,417
2018qcmo_qm66,359,3986,3550,5553,3532,6541,555,216
2018qcmo_qm67,3533,7053,296,3386,5865,6872,276,260
2018qcmo_qm68,3988,4952,5618,5910,5179,1772,204,448
2018qcmo_qm69,4955,4942,6823,4957,6851,6953,259,265
2018qcmo_qm7,3360,6872,5440,3986,1772,6540,265,260
2018qcmo_qm70,7162,4950,4947,2626,3117,5570,309,203
2018qcmo_qm71,3360,6622,3981,5952,6869,3544,352,229
2018qcmo_qm72,6902,3387,7116,5443,5440,5994,322,164
2018qcmo_qm73,6929,5528,5439,3996,3975,11,393,193
2018qcmo_qm74,6847,3986,3386,3990,3379,4955,194,416
2018qcmo_qm75,5570,6540,4942,296,3985,5618,262,251
2018qcmo_qm76,6823,3988,7162,6869,359,6872,300,431
2018qcmo_qm77,7053,3117,4952,6622,6902,3550,422,174
2018qcmo_qm78,5439,3975,3360,4957,4950,7116,381,241
2018qcmo_qm79,6851,5910,11,3532,5952,3996,382,382
2018qcmo_qm8,6622,3379,296,7162,5618,3975,203,238
2018qcmo_qm80,4947,4594,1772,6541,3533,5994,470,226
2018qcmo_qm81,5553,5095,3379,5865,5440,6929,245,331
2018qcmo_qm82,3387,3981,6847,6953,2626,5179,71,308
2018qcmo_qm83,5528,5443,7162,3544,3550,3360,253,289
2018qcmo_qm9,3386,3990,6869,5994,5439,3985,434,175
2018qcmo_sf1m1,359,3990,6869,7116,3360,6823,366,317
2018qcmo_sf1m2,359,3990,6869,7116,3360,6823,301,278
2018qcmo_sf2m1,1772,5528,5443,3996,7162,3386,441,267
2018qcmo_sf2m2,1772,5528,5443,3996,7162,3386,409,205
2018rismi_f1m1,2168,6328,4176,1100,3236,3623,443,318
2018rismi_f1m2,2168,6328,4176,1100,3236,3623,354,347
2018rismi_qf1m1,2168,6328,4176,121,4908,157,297,198
2018rismi_qf1m2,2168,6328,4176,121,4908,157,440,147
2018rismi_qf2m1,3461,1729,1153,126,78,3146,390,347
2018rismi_qf2m2,3461,1729,1153,126,78,3146,387,309
2018rismi_qf3m1,125,5846,3719,5112,175,190,443,253
2018rismi_qf3m2,125,5846,3719,5112,175,190,477,0
2018rismi_qf4m1,61,5000,4048,1100,3236,3623,270,457
2018rismi_qf4m2,61,5000,4048,1100,3236,3623,240,428
2018rismi_qm1,6328,7164,3461,175,3236,157,309,235
2018rismi_qm10,3623,121,175,3719,4908,1350,392,319
2018rismi_qm11,6328,6620,78,1517,5112,4176,267,252
2018rismi_qm12,3236,4796,173,5846,2168,3466,192,398
2018rismi_qm13,1740,7164,4097,4151,1277,1922,195,331
2018rismi_qm14,6333,190,2079,3146,1100,1729,224,377
2018rismi_qm15,175,126,1757,4048,2262,121,368,237
2018rismi_qm16,1153,5000,1517,173,2168,1740,183,297
2018rismi_qm17,1100,6620,1922,3623,1350,125,343,335
2018rismi_qm18,3461,5112,6333,157,5846,1973,411,315
2018rismi_qm19,3236,3466,6328,4908,4097,61,402,226
2018rismi_qm2,2168,125,4048,4176,1153,3146,305,310
2018rismi_qm20,2079,3146,4796,7164,78,1277,273,337
2018rismi_qm21,4176,3719,190,3461,3623,4151,226,382
2018rismi_qm22,1350,173,2262,1740,1973,3236,230,338
2018rismi_qm23,2168,3146,6620,61,1922,2079,170,381
2018rismi_qm24,4097,126,4151,125,4908,4796,170,531
2018rismi_qm25,78,3466,1100,1757,4048,3719,343,274
2018rismi_qm26,7164,1729,5846,4176,121,6328,266,421
2018rismi_qm27,6333,1277,157,175,1153,5112,162,303
2018rismi_qm28,5000,190,3461,1517,4151,6620,416,115
2018rismi_qm29,126,1740,4908,78,61,5846,221,395
2018rismi_qm3,6620,1757,1973,4151,4908,173,31,453
2018rismi_qm30,157,121,7164,4097,4048,1277,336,238
2018rismi_qm31,5000,125,175,3146,2262,3466,526,161
2018rismi_qm32,5112,6328,1100,173,3719,1922,486,188
2018rismi_qm33,4176,1729,1350,4796,1153,1757,387,310
2018rismi_qm34,3236,2168,1517,2079,3623,1973,488,266
2018rismi_qm35,1277,61,3461,6333,125,3146,300,357
2018rismi_qm36,2262,1729,4097,121,1350,5112,334,200
2018rismi_qm37,78,5000,3236,1973,6328,1153,383,261
2018rismi_qm38,4908,1517,190,3466,126,1922,424,298
2018rismi_qm39,173,5846,1757,175,4176,2079,306,381
2018rismi_qm4,1922,78,1729,126,5000,3719,135,434
2018rismi_qm40,6620,6333,3623,4796,7164,4048,277,400
2018rismi_qm41,2168,3719,157,4151,1100,1740,349,187
2018rismi_qm42,3466,1757,1350,1277,6328,1517,286,343
2018rismi_qm43,3146,3236,5846,6620,121,126,367,291
2018rismi_qm44,2079,3719,1100,1153,3461,4097,403,247
2018rismi_qm45,4048,157,1740,5000,3623,1729,391,395
2018rismi_qm46,1922,5112,4796,190,175,2168,116,387
2018rismi_qm47,4908,78,6333,4151,4176,2262,389,167
2018rismi_qm48,1973,7164,173,61,125,3719,106,435
2018rismi_qm49,1350,2079,3461,4048,5112,3466,244,402
2018rismi_qm5,1740,1350,61,5112,190,5846,273,384
2018rismi_qm50,4796,4176,1277,1922,2262,3236,313,238
2018rismi_qm51,1153,190,7164,1757,5000,4908,145,370
2018rismi_qm52,125,173,6620,4097,157,78,266,427
2018rismi_qm53,121,6333,4151,6328,2168,3623,94,474
2018rismi_qm54,61,175,3146,1740,1517,1729,384,284
2018rismi_qm55,126,5846,4176,1973,1100,4097,410,136
2018rismi_qm56,157,1922,190,3236,1757,121,244,346
2018rismi_qm57,3466,1740,5000,3461,4796,6620,254,343
2018rismi_qm58,3719,1973,1517,6328,4048,3146,175,493
2018rismi_qm59,1100,4908,2262,1729,173,6333,285,362
2018rismi_qm6,3623,4097,3466,2262,1517,6333,305,95
2018rismi_qm60,5112,126,2079,125,4151,7164,289,392
2018rismi_qm61,2168,1153,61,1350,78,175,321,237
2018rismi_qm62,3623,5846,4048,1277,1729,3236,233,236
2018rismi_qm63,1973,3146,4908,1517,4796,157,280,312
2018rismi_qm64,61,4151,5000,1100,6333,1350,412,193
2018rismi_qm65,121,4097,125,3461,1740,78,394,333
2018rismi_qm66,173,6328,175,190,3623,126,394,508
2018rismi_qm67,1922,4176,2168,3466,2079,7164,384,199
2018rismi_qm68,5112,1277,2262,3719,6620,1153,379,280
2018rismi_qm69,1757,61,3623,5846,3461,125,284,359
2018rismi_qm7,121,2079,1277,4796,1100,5000,184,442
2018rismi_qm70,1350,157,126,6333,4097,2168,269,381
2018rismi_qm71,1517,175,1100,7164,6620,5000,390,139
2018rismi_qm72,1153,5846,4151,3146,1922,121,392,247
2018rismi_qm73,2262,1973,4796,2079,1757,6328,20,466
2018rismi_qm74,3719,1740,5112,4908,3236,4176,128,482
2018rismi_qm75,4048,173,78,1277,3466,190,466,190
2018rismi_qm76,1729,4151,1973,7164,1922,175,397,250
2018rismi_qm77,4097,1757,4176,5000,3146,5112,275,328
2018rismi_qm78,125,1517,78,1100,3236,3623,483,295
2018rismi_qm79,5846,2262,3719,190,6620,4048,429,305
2018rismi_qm8,1729,4048,1153,190,1973,125,404,185
2018rismi_qm80,4796,3466,121,61,157,173,301,460
2018rismi_qm81,126,6333,6328,1740,2079,1153,361,348
2018rismi_qm82,1729,3461,4908,1277,1350,2168,395,287
2018rismi_qm9,157,3461,1757,2262,61,126,206,418
2018rismi_sf1m1,2168,6328,4176,3461,1729,1153,346,179
2018rismi_sf1m2,2168,6328,4176,3461,1729,1153,119,364
2018rismi_sf1m3,2168,6328,4176,3461,1729,1153,370,308
2018rismi_sf2m1,125,5846,3719,1100,3236,3623,350,442
2018rismi_sf2m2,125,5846,3719,1100,3236,3623,343,374
2018roe_f1m1,1778,1323,3476,3646,179,5472,416,393
2018roe_f1m2,1778,1323,3476,3646,179,5472,475,255
2018roe_qf1m1,1323,3476,1072,6106,6072,6996,347,243
2018roe_qf1m2,1778,1323,1072,6106,6072,6996,388,0
2018roe_qf2m1,2383,4522,4188,2576,2522,5437,334,362
2018roe_qf2m2,2383,4522,4188,2576,2522,5437,376,338
2018roe_qf2m3,2383,4522,4188,7152,2522,5437,431,279
2018roe_qf3m1,3646,179,5472,3959,2584,1983,493,155
2018roe_qf3m2,3646,179,5472,3959,2584,1983,356,310
2018roe_qf4m1,3316,2521,1710,1730,3250,4980,410,298
2018roe_qf4m2,488,2521,3316,1730,3250,4980,379,368
2018roe_qm1,3390,3239,2383,1515,5472,2576,254,378
2018roe_qm10,4401,4522,7102,3880,1983,6106,312,297
2018roe_qm100,1983,668,2522,6348,2073,5678,437,272
2018roe_qm101,6887,3882,6024,488,7193,3390,511,295
2018roe_qm102,1778,3959,3316,4191,3250,5429,585,262
2018roe_qm103,3880,1515,7327,6072,3792,4802,276,298
2018roe_qm104,6957,6390,7312,5985,2080,2352,281,262
2018roe_qm105,1710,3239,1540,3476,1983,5437,242,400
2018roe_qm106,3646,6106,5212,4188,1775,4159,333,310
2018roe_qm107,1730,2576,6348,7102,6459,6887,357,114
2018roe_qm108,488,1178,3288,2383,1323,2073,302,520
2018roe_qm109,6652,1072,7081,1763,2584,7018,263,427
2018roe_qm11,7018,6024,179,5429,1002,6072,259,403
2018roe_qm110,4401,2522,6996,1002,3882,7152,454,249
2018roe_qm111,668,4980,179,972,5472,5410,378,299
2018roe_qm112,2521,5678,3792,2906,4522,4188,389,345
2018roe_qm12,1515,1778,6459,2080,5437,3316,85,395
2018roe_qm13,7193,6390,3239,5678,6996,4159,118,365
2018roe_qm14,4188,3390,3288,7312,4980,3476,260,384
2018roe_qm15,7327,5985,1072,6652,488,3646,224,352
2018roe_qm16,7018,5212,3882,668,2906,3880,336,285
2018roe_qm17,3792,6024,2383,6106,1710,972,368,198
2018roe_qm18,1763,4191,6957,1178,6348,179,320,445
2018roe_qm19,1730,1002,1983,3250,2521,4802,314,399
2018roe_qm2,6348,1710,2521,3316,7327,5212,385,218
2018roe_qm20,3959,6072,4401,1540,5410,7102,304,258
2018roe_qm21,5472,5429,7081,6887,2522,1323,328,492
2018roe_qm22,1778,1775,2073,7152,2352,2576,309,309
2018roe_qm23,7312,668,4522,2584,1178,7327,289,307
2018roe_qm24,3792,1763,1983,4188,2383,4191,250,379
2018roe_qm25,7018,1730,1515,6390,1540,3646,231,400
2018roe_qm26,6996,6887,179,4802,4980,1710,414,298
2018roe_qm27,6106,2352,6072,1323,3316,3239,204,356
2018roe_qm28,3880,5437,488,7081,3959,1002,337,264
2018roe_qm29,3882,4159,5472,3250,6652,4522,401,304
2018roe_qm3,6390,4802,7152,4191,488,3476,200,416
